canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(F)c(Cl)c1,CHEMBL370106,=,=,Inhibition,%,12.0,Inhibition,%,12.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(F)c(F)c1,CHEMBL371913,=,=,Inhibition,%,10.0,Inhibition,%,10.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1cc(F)cc(F)c1,CHEMBL196706,=,=,Inhibition,%,0.0,Inhibition,%,0.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL195874,=,=,Inhibition,%,39.0,Inhibition,%,39.0
Cc1[nH]c2nc(N)nc(O)c2c1Sc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,CHEMBL371005,=,=,Inhibition,%,0.0,Inhibition,%,0.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,3.0,IC50,uM,0.003
Cc1cc(CSC(=N)NC(=N)N)c(C)cc1CSC(=N)NC(=N)N,CHEMBL213969,=,=,Ki,nM,11.5,Ki,nM,11.5
N=C(N)NC(=N)SCc1ccc(Cl)nc1,CHEMBL385516,=,=,IC50,nM,34700.0,IC50,uM,34.7
N=C(N)NC(=N)SC/C=C/c1ccccc1,CHEMBL217809,=,=,IC50,nM,19800.0,IC50,uM,19.8
N=C(N)/N=C(\N)SCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL217157,=,=,IC50,nM,5600.0,IC50,uM,5.6
N=C(N)/N=C(\N)SCc1ccccc1C(F)(F)F,CHEMBL216195,=,=,IC50,nM,40600.0,IC50,uM,40.6
N=C(N)/N=C(\N)SCc1cc([N+](=O)[O-])ccc1O,CHEMBL262030,=,=,IC50,nM,15100.0,IC50,uM,15.1
N=C(N)NC(=N)SCc1ccc([N+](=O)[O-])cc1,CHEMBL386409,=,=,IC50,nM,35100.0,IC50,uM,35.1
N=C(N)/N=C(\N)SCc1ccc(F)cc1,CHEMBL538395,=,=,IC50,nM,24900.0,IC50,uM,24.9
N=C(N)/N=C(\N)SCc1ccc(Cl)cc1,CHEMBL385547,=,=,IC50,nM,14200.0,IC50,uM,14.2
N=C(N)/N=C(\N)SCc1ccc(C(F)(F)F)cc1,CHEMBL215709,=,=,IC50,nM,13000.0,IC50,uM,13.0
Cc1ccc(CSC(=N)N=C(N)N)cc1,CHEMBL214882,=,=,IC50,nM,12600.0,IC50,uM,12.6
N=C(N)/N=C(\N)SCc1ccc(Cl)c(Cl)c1,CHEMBL217260,=,=,IC50,nM,3700.0,IC50,uM,3.7
COc1ccc(CSC(=N)N=C(N)N)cc1,CHEMBL217294,=,=,IC50,nM,3300.0,IC50,uM,3.3
N=C(N)NC(=N)SCc1ccccc1,CHEMBL217099,=,=,IC50,nM,34600.0,IC50,uM,34.6
N=C(N)NC(=N)SCc1cccc([N+](=O)[O-])c1,CHEMBL384631,=,=,IC50,nM,18900.0,IC50,uM,18.9
N=C(N)NC(=N)SCc1cccc(C(F)(F)F)c1,CHEMBL387262,=,=,IC50,nM,4300.0,IC50,uM,4.3
COc1cccc(CSC(=N)N=C(N)N)c1,CHEMBL213970,=,=,IC50,nM,3800.0,IC50,uM,3.8
Cc1cc(CSC(=N)NC(=N)N)c(C)cc1CSC(=N)NC(=N)N,CHEMBL213969,=,=,IC50,nM,75.0,IC50,uM,0.075
N=C(N)/N=C(\N)SCc1cccc(CS/C(N)=N/C(=N)N)c1,CHEMBL424738,=,=,IC50,nM,75.0,IC50,uM,0.075
Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL225180,=,=,IC50,nM,21000.0,IC50,uM,21.0
Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c1,CHEMBL388340,=,=,IC50,nM,21000.0,IC50,uM,21.0
Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(Cl)c1,CHEMBL224868,=,=,IC50,nM,40000.0,IC50,uM,40.0
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,32.0,IC50,uM,0.032
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,7.0,IC50,uM,0.007
Nc1nc2[nH]cc(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL374172,=,=,IC50,nM,22000.0,IC50,uM,22.0
Nc1nc(N)c2c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,CHEMBL223279,=,=,IC50,nM,7000.0,IC50,uM,7.0
Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,CHEMBL389643,=,=,IC50,nM,16.0,IC50,uM,0.016
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071,=,=,IC50,nM,23000.0,IC50,uM,23.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,6.6,IC50,uM,0.0066
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CHEMBL422395,=,=,IC50,nM,23000.0,IC50,uM,23.0
Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)[nH]c(=O)c12,CHEMBL224974,>,>,IC50,nM,240000.0,IC50,uM,240.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N(CCC(=O)O)C(=O)O)cc1,CHEMBL522363,=,=,IC50,nM,200.0,IC50,uM,0.2
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,10.0,IC50,uM,0.01
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,8.8,IC50,uM,0.0088
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CHEMBL422395,=,=,IC50,nM,23000.0,IC50,uM,23.0
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,CHEMBL449543,=,=,IC50,nM,32000.0,IC50,uM,32.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,CHEMBL495125,=,=,IC50,nM,35000.0,IC50,uM,35.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,CHEMBL495124,=,=,IC50,nM,58000.0,IC50,uM,58.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,CHEMBL492839,>,>,IC50,nM,2800.0,IC50,uM,2.8
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,CHEMBL492838,>,>,IC50,nM,2800.0,IC50,uM,2.8
COc1ccc(OC)c(Sc2c(C)[nH]c3nc(N)[nH]c(=O)c23)c1,CHEMBL492837,>,>,IC50,nM,28000.0,IC50,uM,28.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,CHEMBL492836,=,=,IC50,nM,1200.0,IC50,uM,1.2
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,CHEMBL522517,=,=,IC50,nM,28000.0,IC50,uM,28.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,CHEMBL494067,>,>,IC50,nM,35000.0,IC50,uM,35.0
COc1ccc(OC)c(Sc2c(C)[nH]c3nc(N)[nH]c(=O)c23)c1,CHEMBL492837,=,=,Inhibition,%,0.0,INH,%,0.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,CHEMBL494067,=,=,Inhibition,%,18.0,INH,%,18.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,CHEMBL492839,=,=,Inhibition,%,0.0,INH,%,0.0
Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,CHEMBL492838,=,=,Inhibition,%,0.0,INH,%,0.0
CCCc1c(Sc2c(Cl)cccc2Cl)[nH]c2nc(N)nc(N)c12,CHEMBL514219,=,=,IC50,nM,1300.0,IC50,uM,1.3
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,20.0,IC50,uM,0.02
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,IC50,nM,2000.0,IC50,uM,2.0
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,6.6,IC50,uM,0.0066
CC(C)c1c(Sc2ccc(Cl)c(Cl)c2)[nH]c2nc(N)nc(N)c12,CHEMBL477151,=,=,IC50,nM,140.0,IC50,uM,0.14
CC(C)c1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12,CHEMBL477150,=,=,IC50,nM,290.0,IC50,uM,0.29
CC(C)c1c(Sc2cccc3ccccc23)[nH]c2nc(N)nc(N)c12,CHEMBL476945,=,=,IC50,nM,150.0,IC50,uM,0.15
COc1ccc(Sc2[nH]c3nc(N)nc(N)c3c2C(C)C)cc1OC,CHEMBL477566,=,=,IC50,nM,110.0,IC50,uM,0.11
COc1ccc(OC)c(Sc2[nH]c3nc(N)nc(N)c3c2C(C)C)c1,CHEMBL516128,=,=,IC50,nM,110.0,IC50,uM,0.11
COc1ccc(Sc2[nH]c3nc(N)nc(N)c3c2C(C)C)cc1,CHEMBL478404,=,=,IC50,nM,150.0,IC50,uM,0.15
CC(C)c1c(Sc2ccccc2)[nH]c2nc(N)nc(N)c12,CHEMBL478403,=,=,IC50,nM,130.0,IC50,uM,0.13
Cc1cccc(C)c1Sc1[nH]c2nc(N)nc(N)c2c1C(C)C,CHEMBL478192,=,=,IC50,nM,3000.0,IC50,uM,3.0
CC(C)c1c(Sc2c(Cl)cccc2Cl)[nH]c2nc(N)nc(N)c12,CHEMBL478191,=,=,IC50,nM,2100.0,IC50,uM,2.1
CCCc1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12,CHEMBL478213,=,=,IC50,nM,600.0,IC50,uM,0.6
CCCc1c(Sc2cccc3ccccc23)[nH]c2nc(N)nc(N)c12,CHEMBL515312,=,=,IC50,nM,1500.0,IC50,uM,1.5
CCCc1c(Sc2ccc(OC)c(OC)c2)[nH]c2nc(N)nc(N)c12,CHEMBL476745,=,=,IC50,nM,500.0,IC50,uM,0.5
CCCc1c(Sc2cc(OC)ccc2OC)[nH]c2nc(N)nc(N)c12,CHEMBL476744,=,=,IC50,nM,1400.0,IC50,uM,1.4
CCCc1c(Sc2ccc(OC)cc2)[nH]c2nc(N)nc(N)c12,CHEMBL477790,=,=,IC50,nM,610.0,IC50,uM,0.61
CCCc1c(Sc2ccccc2)[nH]c2nc(N)nc(N)c12,CHEMBL516891,=,=,IC50,nM,1300.0,IC50,uM,1.3
CCCc1c(Sc2c(C)cccc2C)[nH]c2nc(N)nc(N)c12,CHEMBL477789,=,=,IC50,nM,1500.0,IC50,uM,1.5
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1Cl,CHEMBL551768,=,=,Inhibition,%,0.0,INH,%,0.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)cc(OC)c1,CHEMBL563212,=,=,Inhibition,%,0.0,INH,%,0.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cccc(Cl)c1,CHEMBL551985,=,=,Inhibition,%,0.0,INH,%,0.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cccc(Cl)c1,CHEMBL551985,>,>,IC50,nM,3000.0,IC50,uM,3.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL551049,=,=,IC50,nM,1000.0,IC50,uM,1.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,CHEMBL550769,>,>,IC50,nM,33000.0,IC50,uM,33.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,CHEMBL564277,=,=,IC50,nM,42000.0,IC50,uM,42.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,CHEMBL564937,=,=,IC50,nM,39000.0,IC50,uM,39.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)ccc1OC,CHEMBL564004,>,>,IC50,nM,28000.0,IC50,uM,28.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,CHEMBL556091,=,=,IC50,nM,22000.0,IC50,uM,22.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,CHEMBL560912,>,>,IC50,nM,2800.0,IC50,uM,2.8
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,CHEMBL550296,=,=,IC50,nM,28000.0,IC50,uM,28.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,CHEMBL550842,>,>,IC50,nM,33000.0,IC50,uM,33.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,CHEMBL538143,>,>,IC50,nM,31000.0,IC50,uM,31.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Br)cc1,CHEMBL565179,=,=,IC50,nM,29000.0,IC50,uM,29.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1Cl,CHEMBL551768,>,>,IC50,nM,33000.0,IC50,uM,33.0
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL389051,=,=,IC50,nM,23000.0,IC50,uM,23.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,8.8,IC50,uM,0.0088
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,10.0,IC50,uM,0.01
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,CHEMBL550769,=,=,Inhibition,%,10.0,INH,%,10.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)ccc1OC,CHEMBL564004,=,=,Inhibition,%,0.0,INH,%,0.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,CHEMBL560912,=,=,Inhibition,%,0.0,INH,%,0.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,CHEMBL550842,=,=,Inhibition,%,17.0,INH,%,17.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,CHEMBL538143,=,=,Inhibition,%,15.0,INH,%,15.0
CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)cc(OC)c1,CHEMBL563212,=,=,IC50,nM,27000.0,IC50,uM,27.0
COc1ccccc1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL598090,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
Cc1c(Sc2c(F)c(F)c(C(F)(F)F)c(F)c2F)oc2nc(N)nc(N)c12,CHEMBL604722,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1,CHEMBL597885,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
COc1ccc(OC)c(Sc2oc3nc(N)nc(N)c3c2C)c1,CHEMBL596681,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
Cc1c(Sc2c(Cl)cccc2Cl)oc2nc(N)nc(N)c12,CHEMBL596680,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
Cc1cccc(C)c1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL609896,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
Cc1c(Sc2ccc3ccccc3c2)oc2nc(N)nc(N)c12,CHEMBL596673,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
Cc1c(Sc2cccc3ccccc23)oc2nc(N)nc(N)c12,CHEMBL602104,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,6.6,IC50,uM,0.0066
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,230000.0,IC50,uM,230.0
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,CHEMBL225071,=,=,IC50,nM,23000.0,IC50,uM,23.0
Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,CHEMBL596672,=,=,IC50,nM,20.0,IC50,uM,0.02
Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,CHEMBL389643,=,=,IC50,nM,16.0,IC50,uM,0.016
COc1cccc(Sc2oc3nc(N)nc(N)c3c2C)c1,CHEMBL598292,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1OC,CHEMBL598293,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
Cc1cccc(C(C)C)c1Sc1oc2nc(N)nc(N)c2c1C,CHEMBL611984,>,>,IC50,nM,200000.0,IC50,10'-5M,20.0
Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12,CHEMBL1093099,>,>,IC50,nM,33000.0,IC50,uM,33.0
Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1,CHEMBL1093100,>,>,IC50,nM,31000.0,IC50,uM,31.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,6.6,IC50,uM,0.0066
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,20.0,IC50,uM,0.02
Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12,CHEMBL1093099,=,=,Inhibition,%,35.0,INH,%,35.0
Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1,CHEMBL1093100,=,=,Inhibition,%,27.0,INH,%,27.0
Cc1cc(CSC(=N)NC(=N)N)c(C)cc1CSC(=N)NC(=N)N,CHEMBL213969,=,=,Kd,nM,13.0,Kd,10'-8M,1.3
Cc1cc(CSC(=N)NC(=N)N)c(C)cc1CSC(=N)NC(=N)N,CHEMBL213969,=,=,Kd,nM,5600.0,Kd,10'-6M,5.6
Cc1cc(CSC(=N)NC(=N)N)c(C)cc1CSC(=N)NC(=N)N,CHEMBL213969,=,=,Kd,nM,3700.0,Kd,10'-6M,3.7
N=C(N)NC(=N)SCc1ccc([N+](=O)[O-])cc1,CHEMBL386409,=,=,Kd,nM,3200.0,Kd,10'-6M,3.2
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL389051,=,=,IC50,nM,11000.0,IC50,uM,11.0
Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,CHEMBL169896,=,=,IC50,nM,20000.0,IC50,uM,20.0
Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL225180,=,=,IC50,nM,22000.0,IC50,uM,22.0
Cc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,CHEMBL1818548,=,=,IC50,nM,15000.0,IC50,uM,15.0
Cc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,CHEMBL1818549,>,>,IC50,nM,20000.0,IC50,uM,20.0
Nc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,CHEMBL1738741,=,=,IC50,nM,400.0,IC50,uM,0.4
Nc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,CHEMBL1738740,=,=,IC50,nM,400.0,IC50,uM,0.4
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,CHEMBL225072,=,=,IC50,nM,2300000.0,IC50,uM,2300.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,4.4,IC50,uM,0.0044
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,10.0,IC50,10'-8M,1.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,8.8,IC50,10'-9M,8.8
Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2,CHEMBL2047253,>,>,IC50,nM,16000.0,IC50,10'-5M,1.6
Nc1nc2c(c(Nc3ccc(F)c(Cl)c3)n1)-c1ccccc1C2,CHEMBL2047252,>,>,IC50,nM,16000.0,IC50,10'-5M,1.6
Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2,CHEMBL2047248,>,>,IC50,nM,14000.0,IC50,10'-5M,1.4
Nc1nc2c(c(Nc3ccc(Cl)cc3)n1)-c1ccccc1C2,CHEMBL2047247,>,>,IC50,nM,16000.0,IC50,10'-5M,1.6
CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1,CHEMBL2047245,>,>,IC50,nM,16000.0,IC50,10'-5M,1.6
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,=,=,IC50,nM,6600.0,IC50,uM,6.6
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Activity,10'-8M,0.5,Activity,10'-8M,0.5
CCCCc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL6962,=,=,Activity,10'-8M,65000.0,Activity,10'-8M,65000.0
Nc1ncc(Cc2ccc(O)cc2)c(N)n1,CHEMBL56668,=,=,log(1/I50),,5.74,log(1/I50),,5.74
COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,=,=,log(1/I50),,5.96,log(1/I50),,5.96
COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL18967,=,=,log(1/I50),,6.31,log(1/I50),,6.31
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,log(1/I50),,7.0,log(1/I50),,7.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,CHEMBL1181,=,=,log(1/I50),,7.96,log(1/I50),,7.96
Nc1ncc(Cc2ccccc2)c(N)n1,CHEMBL265493,=,=,IC50,nM,3388.44,log(1/IC50),,5.47
Cc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL416177,=,=,log(1/I50),,5.64,log(1/I50),,5.64
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,log(1/I50),,8.3,log(1/I50),,8.3
COc1cc(Cc2cnc(N)nc2N)cc(Cl)c1OC,CHEMBL171742,=,=,log(1/I50),,7.4,log(1/I50),,7.4
Nc1ncc(Cc2ccc(Cl)cc2)c(N)n1,CHEMBL280884,=,=,log(1/I50),,5.68,log(1/I50),,5.68
CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,CHEMBL97313,=,=,Delta Tm,degrees C,14.05,deltaTm,degrees C,14.05
CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1,CHEMBL1617293,=,=,Delta Tm,degrees C,14.45,deltaTm,degrees C,14.45
CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCc2ccc(Cl)cc2Cl)cc1,CHEMBL97830,=,=,Delta Tm,degrees C,5.8,deltaTm,degrees C,5.8
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,CHEMBL268914,=,=,Delta Tm,degrees C,13.26,deltaTm,degrees C,13.26
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,CHEMBL747,=,=,Delta Tm,degrees C,12.25,deltaTm,degrees C,12.25
Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,CHEMBL548155,=,=,Delta Tm,degrees C,13.17,deltaTm,degrees C,13.17
COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL266573,=,=,Delta Tm,degrees C,10.97,deltaTm,degrees C,10.97
CN(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,CHEMBL589682,=,=,Delta Tm,degrees C,10.73,deltaTm,degrees C,10.73
CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CHEMBL333873,=,=,Delta Tm,degrees C,9.79,deltaTm,degrees C,9.79
CC1(C)N=C(N)N=C(N)N1c1cccc(CN)c1,CHEMBL1625056,=,=,Delta Tm,degrees C,8.79,deltaTm,degrees C,8.79
